Handle,Title,Vendor,Variant SKU,Variant Price,Variant Inventory Qty,Product Type,Variant Inventory Tracker,Status
molly-magwire-art-x-3,x 3,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-X-3,,0,ART,shopify,draft
molly-magwire-art-devil-chicken,Devil Chicken,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-DEVIL-CHICKEN,,0,ART,shopify,draft
molly-magwire-art-house-of-rising-sun,House of Rising Sun,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-HOUSE-OF-RISING-SUN,,0,ART,shopify,draft
molly-magwire-art-oyster,Oyster,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-OYSTER,,0,ART,shopify,draft
molly-magwire-art-crescent-city-palmistry,crescent city palmistry,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-CRESCENT-CITY-PALMISTRY,,0,ART,shopify,draft
molly-magwire-art-spiritual-advisor,spiritual advisor,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-SPIRITUAL-ADVISOR,,0,ART,shopify,draft
molly-magwire-art-bango-and-crossroads,Bango and crossroads,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-BANGO-AND-CROSSROADS,,0,ART,shopify,draft
molly-magwire-art-alligator-man,Alligator Man,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-ALLIGATOR-MAN,,0,ART,shopify,draft
molly-magwire-art-alligator-wrestling,Alligator Wrestling,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-ALLIGATOR-WRESTLING,,0,ART,shopify,draft
molly-magwire-art-bearded-oysters,Bearded Oysters,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-BEARDED-OYSTERS,,0,ART,shopify,draft
molly-magwire-art-catahoula,Catahoula,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-CATAHOULA,,0,ART,shopify,draft
molly-magwire-art-dark-and-stormy,Dark and Stormy,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-DARK-AND-STORMY,,0,ART,shopify,draft
molly-magwire-art-devil-girl-on-the-bayou,Devil Girl on the Bayou,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-DEVIL-GIRL-ON-THE-BAYOU,,0,ART,shopify,draft
molly-magwire-art-fortune-teller,Fortune Teller,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-FORTUNE-TELLER,,0,ART,shopify,draft
molly-magwire-art-greyhound,Greyhound,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-GREYHOUND,,0,ART,shopify,draft
molly-magwire-art-hand-of-fate,Hand of fate,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-HAND-OF-FATE,,0,ART,shopify,draft
molly-magwire-art-king-cake,King Cake,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-KING-CAKE,,0,ART,shopify,draft
molly-magwire-art-lewd-women,Lewd Women,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-LEWD-WOMEN,,0,ART,shopify,draft
molly-magwire-art-love-potion,Love Potion,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-LOVE-POTION,,0,ART,shopify,draft
molly-magwire-art-luna-moth,Luna Moth,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-LUNA-MOTH,,0,ART,shopify,draft
molly-magwire-art-molly-mardi-gras,Molly Mardi Gras,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-MOLLY-MARDI-GRAS,,0,ART,shopify,draft
molly-magwire-art-molly-martini,Molly Martini,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-MOLLY-MARTINI,,0,ART,shopify,draft
molly-magwire-art-molly-mutt-read-my-mind-duvet-for-dogs-huge,"Molly Mutt Read My Mind Duvet for Dogs, Huge",MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-MOLLY-MUTT-READ-MY-MIND-DUVET-FOR-DOGS-HUGE,,0,ART,shopify,draft
molly-magwire-art-molly-new-orleans,Molly New Orleans,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-MOLLY-NEW-ORLEANS,,0,ART,shopify,draft
molly-magwire-art-molly-peep-show,Molly Peep Show,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-MOLLY-PEEP-SHOW,,0,ART,shopify,draft
molly-magwire-art-molly-suicide-clowns,Molly Suicide Clowns,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-MOLLY-SUICIDE-CLOWNS,,0,ART,shopify,draft
molly-magwire-art-molly-wanted-women,Molly Wanted Women,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-MOLLY-WANTED-WOMEN,,0,ART,shopify,draft
molly-magwire-art-molly-white-russian,Molly White Russian,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-MOLLY-WHITE-RUSSIAN,,0,ART,shopify,draft
molly-magwire-art-molly-southern-belle-from-hell,Molly southern belle from hell,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-MOLLY-SOUTHERN-BELLE-FROM-HELL,,0,ART,shopify,draft
molly-magwire-art-molly-the-devils-music-and-the-devils-instrument,Molly the Devils Music and The Devils Instrument,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-MOLLY-THE-DEVILS-MUSIC-AND-THE-DEVILS-INSTRUMENT,,0,ART,shopify,draft
molly-magwire-art-molly-catahoula,Molly Catahoula,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-MOLLY-CATAHOULA,,0,ART,shopify,draft
molly-magwire-art-molly-la-sirena,Molly La Sirena,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-MOLLY-LA-SIRENA,,0,ART,shopify,draft
molly-magwire-art-molly-sazerac,Molly Sazerac,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-MOLLY-SAZERAC,,0,ART,shopify,draft
molly-magwire-art-molly-storyville,Molly Storyville,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-MOLLY-STORYVILLE,,0,ART,shopify,draft
molly-magwire-art-molly-swamp-queen,Molly Swamp Queen,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-MOLLY-SWAMP-QUEEN,,0,ART,shopify,draft
molly-magwire-art-molly-king-craw-daddy,Molly king craw daddy,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-MOLLY-KING-CRAW-DADDY,,0,ART,shopify,draft
molly-magwire-art-molly-margarita,Molly margarita,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-MOLLY-MARGARITA,,0,ART,shopify,draft
molly-magwire-art-molly-old-fashioned,Molly old fashioned,MOLLY MAGWIRE,MOLLY-MAGWIRE-ART-MOLLY-OLD-FASHIONED,,0,ART,shopify,draft
molyan-tops-jackets,Jackets,MOLYAN,MOLYAN-TOPS-JACKETS,,4,TOPS,shopify,draft
moss-pillows-studio-pillow-22x22-acorn,Studio Pillow 22x22 Acorn,MOSS,MOSS-PILLOWS-STUDIO-PILLOW-22X22-ACORN,,1,PILLOWS,shopify,draft
moss-pillows-studio-pillow-22x22-blossom,Studio Pillow 22x22 Blossom,MOSS,MOSS-PILLOWS-STUDIO-PILLOW-22X22-BLOSSOM,,1,PILLOWS,shopify,draft
moss-pillows-studio-pillow-22x22-lipstick,Studio Pillow 22x22 Lipstick,MOSS,MOSS-PILLOWS-STUDIO-PILLOW-22X22-LIPSTICK,,1,PILLOWS,shopify,draft
moss-pillows-studio-pillow-22x22-turquoise,Studio Pillow 22x22 Turquoise,MOSS,MOSS-PILLOWS-STUDIO-PILLOW-22X22-TURQUOISE,,1,PILLOWS,shopify,draft
mother-sierra-earrings-athena,Athena,MOTHER SIERRA,MOTHER-SIERRA-EARRINGS-ATHENA,48,1,EARRINGS,shopify,draft
mother-sierra-earrings-cactus-in-the-sonora,Cactus in the Sonora,MOTHER SIERRA,MOTHER-SIERRA-EARRINGS-CACTUS-IN-THE-SONORA,31.2,1,EARRINGS,shopify,draft
mother-sierra-earrings-cascadas,Cascadas,MOTHER SIERRA,MOTHER-SIERRA-EARRINGS-CASCADAS,52.8,0,EARRINGS,shopify,draft
mother-sierra-earrings-flor-de-agua,Flor De Agua,MOTHER SIERRA,MOTHER-SIERRA-EARRINGS-FLOR-DE-AGUA,52,1,EARRINGS,shopify,draft
mother-sierra-earrings-forest-mist,Forest Mist,MOTHER SIERRA,MOTHER-SIERRA-EARRINGS-FOREST-MIST,52.8,1,EARRINGS,shopify,draft
mother-sierra-earrings-kaleidoscope,Kaleidoscope,MOTHER SIERRA,MOTHER-SIERRA-EARRINGS-KALEIDOSCOPE,61.2,1,EARRINGS,shopify,draft
mother-sierra-handbags-leopard-purse,Leopard Purse,MOTHER SIERRA,MOTHER-SIERRA-HANDBAGS-LEOPARD-PURSE,101.4,1,HANDBAGS,shopify,draft
mother-sierra-earrings-littlefoot,Littlefoot,MOTHER SIERRA,MOTHER-SIERRA-EARRINGS-LITTLEFOOT,24,3,EARRINGS,shopify,draft
mother-sierra-ties-lobo-bolo-tie,Lobo Bolo Tie,MOTHER SIERRA,MOTHER-SIERRA-TIES-LOBO-BOLO-TIE,32.4,1,TIES,shopify,draft
mother-sierra-ties-longhorn-bolo-tie,Longhorn Bolo Tie,MOTHER SIERRA,MOTHER-SIERRA-TIES-LONGHORN-BOLO-TIE,37.2,0,TIES,shopify,draft
mother-sierra-earrings-midnight-oil,Midnight Oil,MOTHER SIERRA,MOTHER-SIERRA-EARRINGS-MIDNIGHT-OIL,45.6,1,EARRINGS,shopify,draft
mother-sierra-earrings-otom,Otomí,MOTHER SIERRA,MOTHER-SIERRA-EARRINGS-OTOM,37.2,0,EARRINGS,shopify,draft
mother-sierra-earrings-piet-blocks,Piet Blocks,MOTHER SIERRA,MOTHER-SIERRA-EARRINGS-PIET-BLOCKS,37.2,1,EARRINGS,shopify,draft
mother-sierra-earrings-quetzal,Quetzal,MOTHER SIERRA,MOTHER-SIERRA-EARRINGS-QUETZAL,34.8,0,EARRINGS,shopify,draft
mother-sierra-earrings-red-hawktail,Red Hawktail,MOTHER SIERRA,MOTHER-SIERRA-EARRINGS-RED-HAWKTAIL,32.4,1,EARRINGS,shopify,draft
mother-sierra-earrings-woodstock,Woodstock,MOTHER SIERRA,MOTHER-SIERRA-EARRINGS-WOODSTOCK,61.2,0,EARRINGS,shopify,draft
mother-sierra-earrings-zelda,Zelda,MOTHER SIERRA,MOTHER-SIERRA-EARRINGS-ZELDA,48,0,EARRINGS,shopify,draft
mother-sierra-earrings-brandy,Brandy,MOTHER SIERRA,MOTHER-SIERRA-EARRINGS-BRANDY,43.2,0,EARRINGS,shopify,draft
mother-sierra-earrings-elementary,Elementary,MOTHER SIERRA,MOTHER-SIERRA-EARRINGS-ELEMENTARY,37.2,1,EARRINGS,shopify,draft
mother-sierra-earrings-calaverita-de-azucar,Calaverita De Azucar,MOTHER SIERRA,MOTHER-SIERRA-EARRINGS-CALAVERITA-DE-AZUCAR,40.8,1,EARRINGS,shopify,draft
my-minds-eye-napkins-my-mind-s-eye-bandana-cocktail-napkin,My Mind’s Eye Bandana Cocktail Napkin,MY MINDS EYE,MY-MINDS-EYE-NAPKINS-MY-MIND-S-EYE-BANDANA-COCKTAIL-NAPKIN,3.5,6,NAPKINS,shopify,draft
my-minds-eye-napkins-my-mind-s-eye-cowboy-boot-guest-napkin,My Mind’s Eye Cowboy Boot Guest Napkin,MY MINDS EYE,MY-MINDS-EYE-NAPKINS-MY-MIND-S-EYE-COWBOY-BOOT-GUEST-NAPKIN,4,3,NAPKINS,shopify,draft
my-minds-eye-napkins-my-mind-s-eye-howdy-cocktail-napkins,My Mind’s Eye Howdy Cocktail Napkins,MY MINDS EYE,MY-MINDS-EYE-NAPKINS-MY-MIND-S-EYE-HOWDY-COCKTAIL-NAPKINS,3.5,6,NAPKINS,shopify,draft
my-minds-eye-napkins-my-mind-s-eye-howdy-horseshoe-cocktail-napkins,My Mind’s Eye Howdy Horseshoe Cocktail Napkins,MY MINDS EYE,MY-MINDS-EYE-NAPKINS-MY-MIND-S-EYE-HOWDY-HORSESHOE-COCKTAIL-NAPKINS,3.5,4,NAPKINS,shopify,draft
my-minds-eye-napkins-my-mind-s-eye-pink-boot-dinner-napkin,My Mind’s Eye Pink Boot Dinner Napkin,MY MINDS EYE,MY-MINDS-EYE-NAPKINS-MY-MIND-S-EYE-PINK-BOOT-DINNER-NAPKIN,4,2,NAPKINS,shopify,draft
my-willows-glasses-1989,1989,MY WILLOWS,MY-WILLOWS-GLASSES-1989,49,0,GLASSES,shopify,draft
my-willows-glasses-a-little-bit-alexis,A little Bit Alexis,MY WILLOWS,MY-WILLOWS-GLASSES-A-LITTLE-BIT-ALEXIS,,0,GLASSES,shopify,draft
my-willows-glasses-cup-of-joe,Cup of Joe,MY WILLOWS,MY-WILLOWS-GLASSES-CUP-OF-JOE,49,1,GLASSES,shopify,draft
my-willows-glasses-daylight-savings,Daylight Savings,MY WILLOWS,MY-WILLOWS-GLASSES-DAYLIGHT-SAVINGS,59,0,GLASSES,shopify,draft
my-willows-glasses-donna-rose-quartz,Donna Rose Quartz,MY WILLOWS,MY-WILLOWS-GLASSES-DONNA-ROSE-QUARTZ,59,0,GLASSES,shopify,draft
my-willows-glasses-evermore,Evermore,MY WILLOWS,MY-WILLOWS-GLASSES-EVERMORE,74,0,GLASSES,shopify,draft
my-willows-glasses-fearless,Fearless,MY WILLOWS,MY-WILLOWS-GLASSES-FEARLESS,64,0,GLASSES,shopify,draft
my-willows-glasses-figgy-pudding,Figgy Pudding,MY WILLOWS,MY-WILLOWS-GLASSES-FIGGY-PUDDING,44,1,GLASSES,shopify,draft
my-willows-glasses-let-us-apres,Let us Apres,MY WILLOWS,MY-WILLOWS-GLASSES-LET-US-APRES,49,0,GLASSES,shopify,draft
my-willows-glasses-lover,Lover,MY WILLOWS,MY-WILLOWS-GLASSES-LOVER,69,1,GLASSES,shopify,draft
my-willows-glasses-me-pinkie-mcgee,Me & Pinkie McGee,MY WILLOWS,MY-WILLOWS-GLASSES-ME-PINKIE-MCGEE,59,0,GLASSES,shopify,draft
my-willows-glasses-me-pinkie-mcgee,Me & Pinkie McGee,MY WILLOWS,MY-WILLOWS-GLASSES-ME-PINKIE-MCGEE,59,1,GLASSES,shopify,draft
my-willows-glasses-midnights,Midnights,MY WILLOWS,MY-WILLOWS-GLASSES-MIDNIGHTS,64,0,GLASSES,shopify,draft
my-willows-glasses-red,Red,MY WILLOWS,MY-WILLOWS-GLASSES-RED,88,0,GLASSES,shopify,draft
my-willows-glasses-sunrise,Sunrise,MY WILLOWS,MY-WILLOWS-GLASSES-SUNRISE,44,0,GLASSES,shopify,draft
my-willows-glasses-case-wipe-gem-bag,"case, wipe, gem bag",MY WILLOWS,MY-WILLOWS-GLASSES-CASE-WIPE-GEM-BAG,7.5,5,GLASSES,shopify,draft
my-willows-glasses-disco,Disco,MY WILLOWS,MY-WILLOWS-GLASSES-DISCO,30,2,GLASSES,shopify,draft
my-willows-glasses-peace-love,Peace & Love,MY WILLOWS,MY-WILLOWS-GLASSES-PEACE-LOVE,59,1,GLASSES,shopify,draft
my-willows-glasses-reputation,Reputation,MY WILLOWS,MY-WILLOWS-GLASSES-REPUTATION,49,0,GLASSES,shopify,draft
my-willows-glasses-reputation,Reputation,MY WILLOWS,MY-WILLOWS-GLASSES-REPUTATION,98,2,GLASSES,shopify,draft
my-willows-glasses-skull-king,Skull King,MY WILLOWS,MY-WILLOWS-GLASSES-SKULL-KING,44,0,GLASSES,shopify,draft
my-willows-glasses-speak-now,Speak Now,MY WILLOWS,MY-WILLOWS-GLASSES-SPEAK-NOW,,0,GLASSES,shopify,draft
nuvula-kimonos-exotic-duchess-floral-satin-kimono-long-robe,Exotic Duchess Floral Satin Kimono Long Robe,NUVULA,NUVULA-KIMONOS-EXOTIC-DUCHESS-FLORAL-SATIN-KIMONO-LONG-ROBE,89,2,KIMONOS,shopify,draft
nuvula-kimonos-golden-duchess-floral-satin-kimono,Golden Duchess Floral Satin Kimono,NUVULA,NUVULA-KIMONOS-GOLDEN-DUCHESS-FLORAL-SATIN-KIMONO,89,1,KIMONOS,shopify,draft
nuvula-kimonos-long-robe-relaxed-fit-green-floral-print-satin-kimono,Long Robe Relaxed Fit Green Floral Print Satin Kimono,NUVULA,NUVULA-KIMONOS-LONG-ROBE-RELAXED-FIT-GREEN-FLORAL-PRINT-SATIN-KIMONO,89,2,KIMONOS,shopify,draft
nuvula-kimonos-rose-pink-fringed-satin-cady-long-kaftan-dress,Rose Pink Fringed Satin Cady Long Kaftan Dress,NUVULA,NUVULA-KIMONOS-ROSE-PINK-FRINGED-SATIN-CADY-LONG-KAFTAN-DRESS,198,2,KIMONOS,shopify,draft
nuvula-kimonos-silk-purple-multi-color-cover-up-tunic,Silk Purple Multi Color Cover Up Tunic,NUVULA,NUVULA-KIMONOS-SILK-PURPLE-MULTI-COLOR-COVER-UP-TUNIC,138,2,KIMONOS,shopify,draft
nuvula-accessories-handbags-swirl-purple-printed-canvas-large-tote-bag,Swirl Purple Printed Canvas Large Tote Bag,NUVULA,NUVULA-ACCESSORIES-HANDBAGS-SWIRL-PURPLE-PRINTED-CANVAS-LARGE-TOTE-BAG,89,1,"ACCESSORIES, HANDBAGS",shopify,draft
okra-bits-stationary-and-prints-beignet-mix,Beignet Mix,OKRA BITS,OKRA-BITS-STATIONARY-AND-PRINTS-BEIGNET-MIX,7.5,1,STATIONARY AND PRINTS,shopify,draft
okra-bits-stationary-and-prints-blue-runner-beans,Blue Runner Beans,OKRA BITS,OKRA-BITS-STATIONARY-AND-PRINTS-BLUE-RUNNER-BEANS,7.5,3,STATIONARY AND PRINTS,shopify,draft
okra-bits-stationary-and-prints-cafe-bustelo,Cafe Bustelo,OKRA BITS,OKRA-BITS-STATIONARY-AND-PRINTS-CAFE-BUSTELO,7.5,6,STATIONARY AND PRINTS,shopify,draft
okra-bits-stationary-and-prints-cafe-du-monde,Cafe du Monde,OKRA BITS,OKRA-BITS-STATIONARY-AND-PRINTS-CAFE-DU-MONDE,7.5,0,STATIONARY AND PRINTS,shopify,draft
okra-bits-stationary-and-prints-crystal,Crystal,OKRA BITS,OKRA-BITS-STATIONARY-AND-PRINTS-CRYSTAL,7.5,0,STATIONARY AND PRINTS,shopify,draft
okra-bits-stationary-and-prints-slap-ya-mama,Slap Ya Mama,OKRA BITS,OKRA-BITS-STATIONARY-AND-PRINTS-SLAP-YA-MAMA,7.5,2,STATIONARY AND PRINTS,shopify,draft
okra-bits-stationary-and-prints-zapps-jalepe-o,Zapps Jalepeño,OKRA BITS,OKRA-BITS-STATIONARY-AND-PRINTS-ZAPPS-JALEPE-O,7.5,3,STATIONARY AND PRINTS,shopify,draft
okra-bits-stationary-and-prints-zapps-voo-doo,Zapps Voo Doo,OKRA BITS,OKRA-BITS-STATIONARY-AND-PRINTS-ZAPPS-VOO-DOO,7.5,1,STATIONARY AND PRINTS,shopify,draft
ottoman-necklaces-gold-and-pearl-necklace,Gold and Pearl Necklace,OTTOMAN,OTTOMAN-NECKLACES-GOLD-AND-PEARL-NECKLACE,30,3,NECKLACES,shopify,draft
ottoman-necklaces-long-multi-color-glass-necklace,Long Multi Color Glass Necklace,OTTOMAN,OTTOMAN-NECKLACES-LONG-MULTI-COLOR-GLASS-NECKLACE,25,5,NECKLACES,shopify,draft
ottoman-bracelets-adjustable-glass-bracelet,Adjustable Glass Bracelet,OTTOMAN,OTTOMAN-BRACELETS-ADJUSTABLE-GLASS-BRACELET,5,0,BRACELETS,shopify,draft
ottoman-bracelets-blue-square-bracelet,Blue Square Bracelet,OTTOMAN,OTTOMAN-BRACELETS-BLUE-SQUARE-BRACELET,38,1,BRACELETS,shopify,draft
ottoman-bracelets-glass-stone-bracelet,Glass stone Bracelet,OTTOMAN,OTTOMAN-BRACELETS-GLASS-STONE-BRACELET,5,4,BRACELETS,shopify,draft
ottoman-necklaces-long-mixed-stone,Long Mixed Stone,OTTOMAN,OTTOMAN-NECKLACES-LONG-MIXED-STONE,65,3,NECKLACES,shopify,draft
ottoman-earrings-rhinestone-hoop-earrings,Rhinestone Hoop Earrings,OTTOMAN,OTTOMAN-EARRINGS-RHINESTONE-HOOP-EARRINGS,22,2,EARRINGS,shopify,draft
ottoman-necklaces-rough-cut-stone-necklace,Rough Cut Stone Necklace,OTTOMAN,OTTOMAN-NECKLACES-ROUGH-CUT-STONE-NECKLACE,35,5,NECKLACES,shopify,draft
ottoman-necklaces-square-blue-glass-choker,Square Blue Glass Choker,OTTOMAN,OTTOMAN-NECKLACES-SQUARE-BLUE-GLASS-CHOKER,30,1,NECKLACES,shopify,draft
pioneer-vest-wear-euc-vintage-vest-90s,Wear EUC Vintage Vest '90s,PIONEER,PIONEER-VEST-WEAR-EUC-VINTAGE-VEST-90S,43.49,1,VEST,shopify,draft
red-cap-cards-card-queen-of-diamonds-birthday,Card Queen of Diamonds Birthday,RED CAP,RED-CAP-CARDS-CARD-QUEEN-OF-DIAMONDS-BIRTHDAY,2.75,0,CARDS,shopify,draft
red-cap-cards-cards-disco-glam-birthday,Cards Disco Glam Birthday,RED CAP,RED-CAP-CARDS-CARDS-DISCO-GLAM-BIRTHDAY,2.75,2,CARDS,shopify,draft
red-cap-cards-cards-dog-walker-thank-you,Cards Dog Walker Thank you,RED CAP,RED-CAP-CARDS-CARDS-DOG-WALKER-THANK-YOU,2.75,4,CARDS,shopify,draft
red-cap-cards-cards-pickle-happy-birthday,Cards Pickle Happy Birthday,RED CAP,RED-CAP-CARDS-CARDS-PICKLE-HAPPY-BIRTHDAY,2.75,1,CARDS,shopify,draft
red-cap-cards-cards-tr-s-magnifique,Cards Très Magnifique!,RED CAP,RED-CAP-CARDS-CARDS-TR-S-MAGNIFIQUE,2.75,0,CARDS,shopify,draft
red-cap-cards-cards-chicken-dinner-congratulations,Cards Chicken Dinner Congratulations,RED CAP,RED-CAP-CARDS-CARDS-CHICKEN-DINNER-CONGRATULATIONS,2.75,3,CARDS,shopify,draft
red-cap-cards-cards-dancing-queen-friendship,Cards Dancing Queen Friendship,RED CAP,RED-CAP-CARDS-CARDS-DANCING-QUEEN-FRIENDSHIP,2.75,0,CARDS,shopify,draft
red-cap-cards-cards-dolphin-encouragement-fuck-it,Cards Dolphin Encouragement (Fuck It),RED CAP,RED-CAP-CARDS-CARDS-DOLPHIN-ENCOURAGEMENT-FUCK-IT,2.75,24,CARDS,shopify,draft
red-cap-cards-cards-give-em-hell,Cards Give 'Em Hell,RED CAP,RED-CAP-CARDS-CARDS-GIVE-EM-HELL,2.75,2,CARDS,shopify,draft
red-cap-cards-cards-happy-colors-happy-birthday,Cards Happy Colors Happy Birthday,RED CAP,RED-CAP-CARDS-CARDS-HAPPY-COLORS-HAPPY-BIRTHDAY,2.75,0,CARDS,shopify,draft
red-cap-cards-cards-happy-couple,Cards Happy Couple,RED CAP,RED-CAP-CARDS-CARDS-HAPPY-COUPLE,2.75,1,CARDS,shopify,draft
red-cap-cards-cards-lobster-fantasy-gift-bag,Cards Lobster Fantasy Gift Bag,RED CAP,RED-CAP-CARDS-CARDS-LOBSTER-FANTASY-GIFT-BAG,3.25,4,CARDS,shopify,draft
red-cap-cards-cards-marlin-rodeo-you-did-it,Cards Marlin Rodeo (You did it),RED CAP,RED-CAP-CARDS-CARDS-MARLIN-RODEO-YOU-DID-IT,2.75,2,CARDS,shopify,draft
red-cap-cards-cards-nice-kitty-you-make-me-want-to-puke,Cards Nice Kitty (You make me want to puke),RED CAP,RED-CAP-CARDS-CARDS-NICE-KITTY-YOU-MAKE-ME-WANT-TO-PUKE,2.75,2,CARDS,shopify,draft
red-cap-cards-cards-tough-shit-encouragement,Cards Tough Shit Encouragement,RED CAP,RED-CAP-CARDS-CARDS-TOUGH-SHIT-ENCOURAGEMENT,2.75,0,CARDS,shopify,draft
red-cap-cards-cards-wicked-birthday,Cards Wicked Birthday,RED CAP,RED-CAP-CARDS-CARDS-WICKED-BIRTHDAY,2.75,1,CARDS,shopify,draft
red-cap-cards-cards-yer-birthday,Cards Yer Birthday,RED CAP,RED-CAP-CARDS-CARDS-YER-BIRTHDAY,2.75,5,CARDS,shopify,draft
red-cap-cards-cards-you-light-up-my-life,Cards You light up my life,RED CAP,RED-CAP-CARDS-CARDS-YOU-LIGHT-UP-MY-LIFE,2.75,0,CARDS,shopify,draft
red-cap-cards-cardsget-em-alligator-congratulations,CardsGet 'Em Alligator Congratulations,RED CAP,RED-CAP-CARDS-CARDSGET-EM-ALLIGATOR-CONGRATULATIONS,2.75,3,CARDS,shopify,draft
red-cap-cards-cheers-for-queers-card,Cheers for Queers Card,RED CAP,RED-CAP-CARDS-CHEERS-FOR-QUEERS-CARD,2.75,1,CARDS,shopify,draft
red-cap-cards-lets-party,Lets Party,RED CAP,RED-CAP-CARDS-LETS-PARTY,2.75,0,CARDS,shopify,draft
red-cap-cards-magnificent-sunset-thank-you-greeting-card,Magnificent Sunset Thank You Greeting Card,RED CAP,RED-CAP-CARDS-MAGNIFICENT-SUNSET-THANK-YOU-GREETING-CARD,2.75,4,CARDS,shopify,draft
red-cap-cards-muchas-gracias,Muchas Gracias,RED CAP,RED-CAP-CARDS-MUCHAS-GRACIAS,2.75,4,CARDS,shopify,draft
red-cap-cards-one-in-a-trillion,One in a trillion,RED CAP,RED-CAP-CARDS-ONE-IN-A-TRILLION,2.75,0,CARDS,shopify,draft
red-cap-cards-thank-ya-kindly,Thank Ya Kindly,RED CAP,RED-CAP-CARDS-THANK-YA-KINDLY,2.75,1,CARDS,shopify,draft
red-cap-cards-winner-winner-chicken-dinner,Winner winner chicken dinner,RED CAP,RED-CAP-CARDS-WINNER-WINNER-CHICKEN-DINNER,2.25,1,CARDS,shopify,draft
red-cap-cards-you-did-it,You did it,RED CAP,RED-CAP-CARDS-YOU-DID-IT,2.75,0,CARDS,shopify,draft
red-cap-cards-you-me-want-to-puke,You me want to puke,RED CAP,RED-CAP-CARDS-YOU-ME-WANT-TO-PUKE,,0,CARDS,shopify,draft
schloss-tops-denim-levi-s-button-up-hand-stitched,Denim Levi’s Button Up Hand Stitched,SCHLOSS,SCHLOSS-TOPS-DENIM-LEVI-S-BUTTON-UP-HAND-STITCHED,,1,TOPS,shopify,draft
schloss-tops-hand-stitched-kwh-mfg-co-work-coat-with-tool-embellishment,Hand Stitched KWH MFG Co work coat with Tool Embellishment,SCHLOSS,SCHLOSS-TOPS-HAND-STITCHED-KWH-MFG-CO-WORK-COAT-WITH-TOOL-EMBELLISHMENT,,1,TOPS,shopify,draft
schloss-tops-hand-stitched-western-sears-leather-and-denim-button-up,Hand Stitched Western Sears Leather and Denim Button Up,SCHLOSS,SCHLOSS-TOPS-HAND-STITCHED-WESTERN-SEARS-LEATHER-AND-DENIM-BUTTON-UP,,1,TOPS,shopify,draft
scully-tops-red-fringe-leather-jacket,Red Fringe Leather Jacket,SCULLY,SCULLY-TOPS-RED-FRINGE-LEATHER-JACKET,85.27,1,TOPS,shopify,draft
shane-round-top-belts-chicos-chain-belt,Chicos Chain Belt,SHANE ROUND TOP,SHANE-ROUND-TOP-BELTS-CHICOS-CHAIN-BELT,20,1,BELTS,shopify,draft
shane-round-top-tops-chicos-design-blue-long-sleeve,Chicos Design Blue Long Sleeve,SHANE ROUND TOP,SHANE-ROUND-TOP-TOPS-CHICOS-DESIGN-BLUE-LONG-SLEEVE,13,1,TOPS,shopify,draft
shane-round-top-tops-chicos-open-front-flowy-blouse,Chicos Open Front Flowy Blouse,SHANE ROUND TOP,SHANE-ROUND-TOP-TOPS-CHICOS-OPEN-FRONT-FLOWY-BLOUSE,13,1,TOPS,shopify,draft
southwest-canyon-vest-vintage-embroidered-vest,Vintage Embroidered Vest,SOUTHWEST CANYON,SOUTHWEST-CANYON-VEST-VINTAGE-EMBROIDERED-VEST,49.95,1,VEST,shopify,draft
